,Date,Currency,Event,Actual,Forecast,Info,Notes,Importance,Units
233,"May 2, 2014",CHF,Manufacturing PMI,55.8,55.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
234,"Apr 1, 2014",CHF,Manufacturing PMI,54.4,56.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
235,"Mar 3, 2014",CHF,Manufacturing PMI,57.6,57.2,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
236,"Feb 3, 2014",CHF,Manufacturing PMI,56.1,55.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
237,"Jan 3, 2014",CHF,Manufacturing PMI,53.9,56.4,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
238,"Dec 2, 2013",CHF,Manufacturing PMI,56.5,55.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
239,"Nov 1, 2013",CHF,Manufacturing PMI,54.2,55.4,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
240,"Oct 1, 2013",CHF,Manufacturing PMI,55.3,54.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
241,"Sep 2, 2013",CHF,Manufacturing PMI,54.6,55.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
242,"Aug 2, 2013",CHF,Manufacturing PMI,57.4,53.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
243,"Jul 1, 2013",CHF,Manufacturing PMI,51.9,52.5,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
244,"Jun 3, 2013",CHF,Manufacturing PMI,52.2,50.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
245,"May 2, 2013",CHF,Manufacturing PMI,50.2,49.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
246,"Apr 2, 2013",CHF,Manufacturing PMI,48.3,50.5,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
247,"Mar 1, 2013",CHF,Manufacturing PMI,50.8,52.2,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
248,"Feb 1, 2013",CHF,Manufacturing PMI,52.5,50.5,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
249,"Jan 3, 2013",CHF,Manufacturing PMI,49.5,48.7,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
250,"Dec 3, 2012",CHF,Manufacturing PMI,48.5,47.3,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
251,"Nov 1, 2012",CHF,Manufacturing PMI,46.1,44.6,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
252,"Oct 1, 2012",CHF,Manufacturing PMI,43.6,47.6,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
253,"Sep 3, 2012",CHF,Manufacturing PMI,46.7,49.2,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
254,"Aug 2, 2012",CHF,Manufacturing PMI,48.6,47.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
255,"Jul 2, 2012",CHF,Manufacturing PMI,48.1,44.8,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
256,"Jun 1, 2012",CHF,Manufacturing PMI,45.4,46.7,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
257,"May 2, 2012",CHF,Manufacturing PMI,46.9,51.6,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
258,"Apr 2, 2012",CHF,Manufacturing PMI,51.1,49.5,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
259,"Mar 1, 2012",CHF,Manufacturing PMI,49.0,48.6,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
260,"Feb 1, 2012",CHF,Manufacturing PMI,47.3,51.7,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
261,"Jan 3, 2012",CHF,Manufacturing PMI,50.7,44.5,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
262,"Dec 1, 2011",CHF,Manufacturing PMI,44.8,46.6,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
263,"Nov 1, 2011",CHF,Manufacturing PMI,46.9,47.8,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
264,"Oct 3, 2011",CHF,Manufacturing PMI,48.2,50.3,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
265,"Sep 1, 2011",CHF,Manufacturing PMI,51.7,51.1,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
266,"Aug 2, 2011",CHF,Manufacturing PMI,53.5,52.3,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
267,"Jul 1, 2011",CHF,Manufacturing PMI,53.4,57.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
268,"Jun 1, 2011",CHF,Manufacturing PMI,59.2,57.9,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
269,"May 2, 2011",CHF,Manufacturing PMI,58.4,58.8,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
270,"Apr 1, 2011",CHF,Manufacturing PMI,59.3,62.2,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
271,"Mar 1, 2011",CHF,Manufacturing PMI,63.5,60.8,Level of a diffusion index based on surveyed purchasing managers;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
272,"Jun 1, 2022",EUR,Italian Manufacturing PMI,51.9,53.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
273,"May 2, 2022",EUR,Italian Manufacturing PMI,54.5,55.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
274,"Apr 1, 2022",EUR,Italian Manufacturing PMI,55.8,57.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
275,"Mar 1, 2022",EUR,Italian Manufacturing PMI,58.3,58.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
276,"Feb 1, 2022",EUR,Italian Manufacturing PMI,58.3,61.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
277,"Jan 3, 2022",EUR,Italian Manufacturing PMI,62.0,61.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
278,"Dec 1, 2021",EUR,Italian Manufacturing PMI,62.8,61.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
279,"Nov 2, 2021",EUR,Italian Manufacturing PMI,61.1,59.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
280,"Oct 1, 2021",EUR,Italian Manufacturing PMI,59.7,59.4,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
281,"Sep 1, 2021",EUR,Italian Manufacturing PMI,60.9,60.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
282,"Aug 2, 2021",EUR,Italian Manufacturing PMI,60.3,61.4,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
283,"Jul 1, 2021",EUR,Italian Manufacturing PMI,62.2,62.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
284,"Jun 1, 2021",EUR,Italian Manufacturing PMI,62.3,62.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
285,"May 3, 2021",EUR,Italian Manufacturing PMI,60.7,60.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
286,"Apr 1, 2021",EUR,Italian Manufacturing PMI,59.8,59.7,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
287,"Mar 1, 2021",EUR,Italian Manufacturing PMI,56.9,57.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
288,"Feb 1, 2021",EUR,Italian Manufacturing PMI,55.1,52.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
289,"Jan 4, 2021",EUR,Italian Manufacturing PMI,52.8,53.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
290,"Dec 1, 2020",EUR,Italian Manufacturing PMI,51.5,52.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
291,"Nov 2, 2020",EUR,Italian Manufacturing PMI,53.8,53.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
292,"Oct 1, 2020",EUR,Italian Manufacturing PMI,53.2,53.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
293,"Sep 1, 2020",EUR,Italian Manufacturing PMI,53.1,52.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
294,"Aug 3, 2020",EUR,Italian Manufacturing PMI,51.9,51.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
295,"Jul 1, 2020",EUR,Italian Manufacturing PMI,47.5,47.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
296,"Jun 1, 2020",EUR,Italian Manufacturing PMI,45.4,35.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
297,"May 4, 2020",EUR,Italian Manufacturing PMI,31.1,30.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
298,"Apr 1, 2020",EUR,Italian Manufacturing PMI,40.3,41.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
299,"Mar 2, 2020",EUR,Italian Manufacturing PMI,48.7,48.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
300,"Feb 3, 2020",EUR,Italian Manufacturing PMI,48.9,46.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
301,"Jan 2, 2020",EUR,Italian Manufacturing PMI,46.2,47.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
302,"Dec 2, 2019",EUR,Italian Manufacturing PMI,47.6,47.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
303,"Nov 4, 2019",EUR,Italian Manufacturing PMI,47.7,47.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
304,"Oct 1, 2019",EUR,Italian Manufacturing PMI,47.8,48.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
305,"Sep 2, 2019",EUR,Italian Manufacturing PMI,48.7,48.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
306,"Aug 1, 2019",EUR,Italian Manufacturing PMI,48.5,48.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
307,"Jul 1, 2019",EUR,Italian Manufacturing PMI,48.4,48.7,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
308,"Jun 3, 2019",EUR,Italian Manufacturing PMI,49.7,48.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
309,"May 2, 2019",EUR,Italian Manufacturing PMI,49.1,47.8,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
310,"Apr 1, 2019",EUR,Italian Manufacturing PMI,47.4,47.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
311,"Mar 1, 2019",EUR,Italian Manufacturing PMI,47.7,47.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
312,"Feb 1, 2019",EUR,Italian Manufacturing PMI,47.8,49.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
313,"Jan 2, 2019",EUR,Italian Manufacturing PMI,49.2,48.5,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
314,"Dec 3, 2018",EUR,Italian Manufacturing PMI,48.6,48.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
315,"Nov 2, 2018",EUR,Italian Manufacturing PMI,49.2,49.7,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
316,"Oct 1, 2018",EUR,Italian Manufacturing PMI,50.0,50.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
317,"Sep 3, 2018",EUR,Italian Manufacturing PMI,50.1,51.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
318,"Aug 1, 2018",EUR,Italian Manufacturing PMI,51.5,53.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
319,"Jul 2, 2018",EUR,Italian Manufacturing PMI,53.3,52.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
320,"Jun 1, 2018",EUR,Italian Manufacturing PMI,52.7,53.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
321,"May 2, 2018",EUR,Italian Manufacturing PMI,53.5,54.4,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
322,"Apr 3, 2018",EUR,Italian Manufacturing PMI,55.1,55.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
